Filename,RowCount
314_www.themontynews.org_.csv,2245
305_www.rcan.org_the-catholic-advocate.csv,39
180_www.tygodnikplus.com.csv,3
236_medium.com_the-williamstown-sun.csv,181
274_wsus1023.iheart.com_.csv,1068
170_www.theridernews.com.csv,2381
40_radio.rutgers.edu_.csv,201
78_www.brazilianpress.com.csv,11
312_www.theepochtimes.com_.csv,7587
204_943thepoint.com_.csv,8449
51_thenjsentinel.com_.csv,1908
239_nepszava.us.csv,15
135_www.philadelphiaweekly.com_.csv,751
155_www.spartaindependent.com_.csv,649
232_literock969.com_.csv,6983
328_www.wvlt.com_.csv,843
251_princetoninfo.com_.csv,2187
230_impactolatin.com_.csv,21
259_thehunterdoncountynews.com_.csv,1356
248_philadelphia.cbslocal.com_.csv,5108
47_thecoaster.net_wordpress_.csv,437
300_www.pennjerseyradio.org_.csv,2
52_thepakistaninewspaper.com_.csv,28
291_www.irishecho.com.csv,1427
304_www.princetontv.org_Home.html.csv,2
310_www.telemundo62.com_.csv,10
103_www.italiantribune.com_.csv,177
168_www.thepauwwow.org_.csv,855
76_www.banglapatrikausa.com_.csv,8
62_wjlp3.com_.csv,28
97_www.hammontongazette.com_.csv,14
241_newjerseyglobe.com_.csv,3401
113_www.lusoamericano.com.csv,39
122_www.new-new.com_about.asp.csv,3
50_thelinknews.net.csv,2356
74_www.anointedonline.net_.csv,69
255_southjerseyobserver.com_.csv,736
162_www.thecore.fm_public_index.php.csv,23
272_wpst.com_.csv,6045
299_www.ntd.tv.csv,4
294_www.mattersmagazine.com_stories.csv,19
151_www.scoopusanewspaper.com_.csv,5
296_www.nbcphiladelphia.com_.csv,6253
156_www.starandwave.com.csv,8
284_www.ebcmusic.com_.csv,28
101_www.icnradio.com_.csv,2
55_thestute.com_.csv,36
57_torchbcc.com_.csv,2
88_www.dirt-mag.com_.csv,308
322_www.wliw.org_.csv,926
15_glenrocknews.today_.csv,1438
91_www.epgn.com_.csv,347
327_www.wsj.com_.csv,7120
188_www.westmilfordmessenger.com_.csv,631
313_www.thehammontonnews.com_.csv,496
81_www.burlingtoncountytimes.com_.csv,4
21_hometownetv.org_.csv,35
173_www.townshipjournal.com_.csv,648
252_savejersey.com_.csv,2953
311_www.thedrewacorn.com_.csv,4748
271_wpgtalkradio.com_.csv,7183
286_www.goleader.com_.csv,217
161_www.thebrasilians.com.csv,1552
159_www.tcnjsignal.net.csv,3508
107_www.koreadailyus.com_.csv,793
120_www.my9nj.com.csv,223
201_24horasnewspaper.com_.csv,10
282_www.courierpostonline.com_.csv,5453
301_www.phillyvoice.com_.csv,2874
205_abc7ny.com_new-jersey_.csv,43
54_theshore1063.com_.csv,190
198_www.xpn.org_.csv,32
258_statebroadcastnews.com_category_garden_.csv,87
59_wbjb.org_home.php_.csv,200
214_brigantinenow.com_.csv,654
8_arabvoice.com_.csv,4
242_newstalk990.com_.csv,416
275_wurdradio.com_.csv,618
145_www.rahwayrising.com_.csv,15216
235_medium.com_the-mantua-sun.csv,123
1_987thecoast.com_.csv,2154
73_www.americaoggi.info.csv,2
279_www.camdencc.edu_student_life_campus-press_.csv,17
67_www.1077thebronc.com_.csv,898
177_www.tvasiausa.com.csv,22
290_www.irishcentral.com_.csv,2881
264_thepositivecommunity.com_.csv,1751
207_am970theanswer.com_.csv,1225
303_www.posteaglenewspaper.com_.csv,1873
210_balitangamerica.tv_.csv,1899
46_tapon1070.com_.csv,44
224_fduequinox.wordpress.com_.csv,943
246_njjewishnews.timesofisrael.com_.csv,4236
196_www.wsou.net_.csv,229
237_montclairdispatch.com.csv,372
287_www.gujaratsamachar.com.csv,14
53_theridgewoodblog.net_.csv,7
183_www.urbanagendamagazine.com_.csv,421
293_www.law.com_thelegalintelligencer_.csv,1637
115_www.mcccvoice.org_.csv,436
77_www.bluejersey.com_.csv,1904
109_www.lavocedinewyork.com_en_.csv,558
200_1057thehawk.com_.csv,8469
154_www.snjtoday.com_.csv,2
225_forward.com_.csv,2827
65_wondradio.com_.csv,1901
331_mybeachradio.com_.csv,5868
70_www.ahherald.com_.csv,670
63_wmizradio.com_index1.html.csv,2
172_www.thewhitonline.com.csv,3
257_starnewsgroup.com_.csv,1946
288_www.indiaabroad.com.csv,1124
181_www.ukrweekly.com.csv,22
269_wmbctv.com_.csv,785
60_wcvhfm.weebly.com_news.html.csv,2
285_www.gloucestercitynews.net_clearysnotebook_gloucester_city_news_.csv,37
112_www.lunj.net.csv,21
226_gothictimes.net_.csv,3
31_njrevolutionradio.com_.csv,2952
179_www.twp.woodbridge.nj.us_244_TV-35-36.csv,9
24_justcliqit.com.csv,750
261_thenubiannews.com_.csv,819
244_nj1015.com_category_new-jersey-news_.csv,71
250_pocono967.com_.csv,822
306_www.recordonline.com_.csv,1333
283_www.divyabhaskar.co.in.csv,40
184_www.uschinapress.com.csv,5
268_whyy.org_news_.csv,64
292_www.jewishlinknj.com_.csv,1356
308_www.southjerseybiz.net_.csv,904
104_www.jerseyvoices.com.csv,563
247_occvikingnews.org_.csv,4
223_essexnewsdaily.com_.csv,4000
41_radiozindagi.com_newyork_.csv,178
118_www.moremonmouthmusings.net_.csv,594
326_www.wqxr.org_.csv,614
273_wputimes.wordpress.com_.csv,473
36_pinebarrenstribune.com_.csv,113
256_southphillyreview.com_.csv,7280
222_eccobserverdotcom.wordpress.com_.csv,201
249_phl17.com_.csv,1157
186_www.wbcbnews.com_.csv,1729
216_cccvoice.wordpress.com_.csv,877
123_www.newarkblack.com.csv,1624
85_www.dailyprincetonian.com.csv,630
307_www.shorelocalnews.com_.csv,966
206_acprimetime.com_atlantic-city-primetime-news_.csv,22
219_countywatchers.wordpress.com_.csv,151
325_www.worldjournal.com_.csv,970
270_wobm.com_.csv,9451
240_newjerseybuzz.com_.csv,556
64_wnjc.duxpond.com_.csv,2
229_hudsoncountyview.com_.csv,1349
99_www.hobokenhorse.com_.csv,46673
43_somore.org_.csv,36
280_www.civicstory.org.csv,205
278_www.bizjournals.com_philadelphia_.csv,2313
209_americanonewspaper.com_.csv,453
26_mercerme.com.csv,3
228_hellenicnews.com_.csv,2131
167_www.theobserver.com_.csv,1792
69_www.afrophilly.com_.csv,1631
317_www.visionsnewspaper.com_.csv,475
125_www.newsindiatimes.com.csv,1559
254_sojo1049.com_.csv,8053
133_www.ocsentinel.com_.csv,581
160_www.the-gazette-newspaper.com_.csv,6
58_unionnewsdaily.com.csv,3
150_www.roi-nj.com_.csv,757
281_www.classicoldieswmid.com_.csv,778
141_www.princetonmagazine.com_.csv,517
321_www.wghtradio.com_.csv,20
11_brick.shorebeat.com.csv,924
144_www.radiowttm1680.com_index_files_Page447.htm.csv,2
263_thephilanews.com_.csv,1221
231_latribunanj.com_.csv,14
309_www.telemundo47.com_.csv,22
297_www.njpen.com.csv,1206
28_mycommunitysource.com.csv,2299
329_www.wwfm.org_.csv,590
29_newjersey.news12.com_.csv,2972
330_www1.nyc.gov_site_media_radio_radio-home.page.csv,2
220_cranfordradio.wordpress.com.csv,800
152_www.setonian.com.csv,21
17_gujaratdarpan.com.csv,235
10_asianjournal.com.csv,6
323_www.wlvt.org_.csv,687
189_www.wfmz.com_.csv,2
266_wctcam.com_.csv,2419
212_blogfinger.net.csv,146
221_downbeachbuzz.com_.csv,601
148_www.reminderusa.net_.csv,1024
316_www.tristatevoice.com_.csv,332
208_americanfarmpublications.com_the-new-jersey-farmer_.csv,21
277_www.am1660.com_.csv,68
14_esecaucus.com_.csv,62
92_www.fdupillar.com_.csv,284
18_gujarattimesusa.com.csv,37
324_www.wnet.org_.csv,27
66_wtsr.org_.csv,398
182_www.universitypressclub.com_the-ink_.csv,43
315_www.theyeshivaworld.com_.csv,955
89_www.dunellen411.com_.csv,1941
37_planettrenton.org_.csv,188
319_www.wehavegospel.com_.csv,515
203_920thejersey.com_.csv,1471
158_www.stocktonargo.com.csv,66
289_www.insidernj.com_.csv,21
245_njbmagazine.com_.csv,1039
