news_url,outlet,outlet_latitude,outlet_longitude,gpe,gpe_latitude,gpe_longitude,gpe_occurrences
https://www.themontynews.org/single-post/2019/06/17/Frances-Lampariello-91,themontynews.org,40.4675835,-74.6628114,Short Hills,40.7483499,-74.3232194,2
https://www.themontynews.org/post/2019/10/31/mark-caliguire-r-candidate-for-state-assembly,themontynews.org,40.4675835,-74.6628114,California,40.0583238,-74.4056612,1
https://www.themontynews.org/post/2019/10/31/mark-caliguire-r-candidate-for-state-assembly,themontynews.org,40.4675835,-74.6628114,Skillman Park,40.4162042,-74.6822564,1
https://www.themontynews.org/post/2019/10/31/mark-caliguire-r-candidate-for-state-assembly,themontynews.org,40.4675835,-74.6628114,NJ,40.0583238,-74.4056612,4
https://www.themontynews.org/post/2019/10/31/mark-caliguire-r-candidate-for-state-assembly,themontynews.org,40.4675835,-74.6628114,New Jersey,40.0583238,-74.4056612,1
https://www.themontynews.org/post/2019/10/31/mark-caliguire-r-candidate-for-state-assembly,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/post/2019/10/31/mark-caliguire-r-candidate-for-state-assembly,themontynews.org,40.4675835,-74.6628114,Somerset County,40.5292099,-74.64004320000001,1
https://www.themontynews.org/single-post/2019/04/18/Drum-Roll-Please-%E2%80%94-Montgomerys-Mike-Ford-Will-Play-First-Game-with-the-Yankees-Tonight,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/single-post/2019/08/28/Hillary-Kramer-Delaney-69,themontynews.org,40.4675835,-74.6628114,Massachusetts,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/08/28/Hillary-Kramer-Delaney-69,themontynews.org,40.4675835,-74.6628114,Greenville,40.6984428,-74.0918966,1
https://www.themontynews.org/single-post/2019/08/28/Hillary-Kramer-Delaney-69,themontynews.org,40.4675835,-74.6628114,Columbia,40.9256446,-75.0931123,1
https://www.themontynews.org/single-post/2019/08/28/Hillary-Kramer-Delaney-69,themontynews.org,40.4675835,-74.6628114,West Hartford,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/08/28/Hillary-Kramer-Delaney-69,themontynews.org,40.4675835,-74.6628114,Birmingham,39.9764325,-74.7101744,1
https://www.themontynews.org/single-post/2019/08/28/Hillary-Kramer-Delaney-69,themontynews.org,40.4675835,-74.6628114,Rocky Hill,40.3998283,-74.6343244,1
https://www.themontynews.org/single-post/2019/08/28/Hillary-Kramer-Delaney-69,themontynews.org,40.4675835,-74.6628114,East Carolina,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/10/08/00f0d6_0a83d4c6e8023e2a6b8a4cbabef505b2_1332.json,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Belle,40.4675835,-74.6628114,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Okmulgee,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Oklahoma,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Cheyenne,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Wyoming,40.7292679,-74.2912592,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Korea,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,US,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Nashville,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Chesapeake,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,VA,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Flemington,40.5123258,-74.85933179999999,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Russia,41.040653,-74.53265809999999,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Kenya,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/13/William-Dudley-Jones-86,themontynews.org,40.4675835,-74.6628114,Episcopalian,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/02/25/Town-Hall-Meeting-on-New-Municipal-Complex-Draws-Crowd,themontynews.org,40.4675835,-74.6628114,Rocky Hill,40.3998283,-74.6343244,2
https://www.themontynews.org/single-post/2019/02/25/Town-Hall-Meeting-on-New-Municipal-Complex-Draws-Crowd,themontynews.org,40.4675835,-74.6628114,Montgomery,40.4329141,-74.66346399999999,1
https://www.themontynews.org/single-post/2019/10/07/JUeOHLAd646S8Jv0gxTfgPYtUYtjaPYhT__fqN7I4BQ.eyJpbnN0YW5jZUlkIjoiNTgwMjM4MWUtYTM5OC00MWIyLTk4YTktZjZiMGI2NTBmOGFhIiwiYXBwRGVmSWQiOiIxNDA2MDNhZC1hZjhkLTg0YTUtMmM4MC1hMGY2MGNiNDczNTEiLCJtZXRhU2l0ZUlkIjoiNWM0MDRmMmUtNDBjMy00ZWQ5LTg3OGQtOTFlOGNiMTdlZDJlIiwic2lnbkRhdGUiOiIyMDE5LTExLTAyVDAzOjQyOjQ4Ljc2MloiLCJpcEFuZFBvcnQiOiIyMDcuMjQxLjIzMS4xOTEvNTE2OTgiLCJkZW1vTW9kZSI6ZmFsc2UsImFpZCI6ImRiM2JjZTMxLTAzMGQtNDlkZi05NDA3LTkxNzE5MDE1Yjk4NyIsImJpVG9rZW4iOiIwNDQyNzczMC1lMzViLTBmNmItMWYyNC02NzU4N2Q0NzE1ODQiLCJzaXRlT3duZXJJZCI6IjAwZjBkNjFhLWFkY2UtNGRkZi05YjQ4LWY4MWQ0OTFlNjI0YiJ9,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/single-post/2019/04/06/Heavy-Rains-to-Become-Heavier-More-Frequent,themontynews.org,40.4675835,-74.6628114,New Jersey,40.0583238,-74.4056612,2
https://www.themontynews.org/single-post/2019/04/06/Heavy-Rains-to-Become-Heavier-More-Frequent,themontynews.org,40.4675835,-74.6628114,New Jersey’s,40.0583238,-74.4056612,2
https://www.themontynews.org/single-post/2019/04/06/Heavy-Rains-to-Become-Heavier-More-Frequent,themontynews.org,40.4675835,-74.6628114,NJ,40.0583238,-74.4056612,2
https://www.themontynews.org/single-post/2019/04/06/Heavy-Rains-to-Become-Heavier-More-Frequent,themontynews.org,40.4675835,-74.6628114,UK,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/04/06/Heavy-Rains-to-Become-Heavier-More-Frequent,themontynews.org,40.4675835,-74.6628114,Broccoli,40.0583238,-74.4056612,2
https://www.themontynews.org/single-post/2019/04/06/Heavy-Rains-to-Become-Heavier-More-Frequent,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/single-post/2018/09/16/Shirley-J-Lang-83,themontynews.org,40.4675835,-74.6628114,Somerville,40.5742696,-74.60987999999999,1
https://www.themontynews.org/single-post/2018/09/16/Shirley-J-Lang-83,themontynews.org,40.4675835,-74.6628114,Melanoma,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/16/Shirley-J-Lang-83,themontynews.org,40.4675835,-74.6628114,California,40.0583238,-74.4056612,2
https://www.themontynews.org/single-post/2018/09/16/Shirley-J-Lang-83,themontynews.org,40.4675835,-74.6628114,Librascope,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/16/Shirley-J-Lang-83,themontynews.org,40.4675835,-74.6628114,Glendale,39.85361,-74.98277999999999,1
https://www.themontynews.org/single-post/2018/09/16/Shirley-J-Lang-83,themontynews.org,40.4675835,-74.6628114,Michigan,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/16/Shirley-J-Lang-83,themontynews.org,40.4675835,-74.6628114,Highland Cemetery,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/16/Shirley-J-Lang-83,themontynews.org,40.4675835,-74.6628114,St. Jude’s,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/10/30/Montgomery-Synagogue-Invites-Local-Jews-and-Non-Jews-to-Fill-the-Pews-to-Demonstrate-Resilience-in-Response-to-the-Pittsburgh-Synagogue-Massacre-1,themontynews.org,40.4675835,-74.6628114,America,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/10/30/Montgomery-Synagogue-Invites-Local-Jews-and-Non-Jews-to-Fill-the-Pews-to-Demonstrate-Resilience-in-Response-to-the-Pittsburgh-Synagogue-Massacre-1,themontynews.org,40.4675835,-74.6628114,Montgomery,40.4329141,-74.66346399999999,1
https://www.themontynews.org/single-post/2018/10/30/Montgomery-Synagogue-Invites-Local-Jews-and-Non-Jews-to-Fill-the-Pews-to-Demonstrate-Resilience-in-Response-to-the-Pittsburgh-Synagogue-Massacre-1,themontynews.org,40.4675835,-74.6628114,Pittsburgh,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/10/30/Montgomery-Synagogue-Invites-Local-Jews-and-Non-Jews-to-Fill-the-Pews-to-Demonstrate-Resilience-in-Response-to-the-Pittsburgh-Synagogue-Massacre-1,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/single-post/2018/09/06/Ellen-Epple-85,themontynews.org,40.4675835,-74.6628114,Princeton,40.3572976,-74.6672226,2
https://www.themontynews.org/single-post/2018/09/06/Ellen-Epple-85,themontynews.org,40.4675835,-74.6628114,Belle,40.4675835,-74.6628114,1
https://www.themontynews.org/single-post/2018/09/06/Ellen-Epple-85,themontynews.org,40.4675835,-74.6628114,Cape May County,39.105884,-74.8273184,1
https://www.themontynews.org/single-post/2018/09/06/Ellen-Epple-85,themontynews.org,40.4675835,-74.6628114,Stephen,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/06/Ellen-Epple-85,themontynews.org,40.4675835,-74.6628114,Beach,40.3303883,-73.98152619999999,1
https://www.themontynews.org/single-post/2018/09/06/Ellen-Epple-85,themontynews.org,40.4675835,-74.6628114,Cape May,38.9351125,-74.90600529999999,1
https://www.themontynews.org/single-post/2019/10/31/exbgqIFZaAm-RxNfK3cYKEcJAUBE8evVRPrXmeaHYHg.eyJpbnN0YW5jZUlkIjoiMmRlYzc5ZTctZmMwYy00YTllLWE4N2YtNDllM2MxOTBkNTA0IiwiYXBwRGVmSWQiOiJlMzExOGUwYS1iMWMxLTRlMWQtYjY3ZC1kZGYwY2I5MjMwOWIiLCJtZXRhU2l0ZUlkIjoiNWM0MDRmMmUtNDBjMy00ZWQ5LTg3OGQtOTFlOGNiMTdlZDJlIiwic2lnbkRhdGUiOiIyMDE5LTExLTAyVDAwOjUyOjU4Ljg1N1oiLCJpcEFuZFBvcnQiOiIyMDcuMjQxLjIzMS4xOTEvNTM5NjIiLCJkZW1vTW9kZSI6ZmFsc2UsImFpZCI6ImVhOWExNDQzLTY5MGMtNGQ0Yy04Njc0LWU5MjNlZTE0MmJjMyIsImJpVG9rZW4iOiI3MWFjMzZjOS1iY2NmLTA0NDctMmZmMi1kODBiMGE4NzM4MmEiLCJzaXRlT3duZXJJZCI6IjAwZjBkNjFhLWFkY2UtNGRkZi05YjQ4LWY4MWQ0OTFlNjI0YiJ9,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/single-post/2018/04/01/Dont-Feed-the-Deer,themontynews.org,40.4675835,-74.6628114,Nara,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/04/01/Dont-Feed-the-Deer,themontynews.org,40.4675835,-74.6628114,Japan,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/04/01/Dont-Feed-the-Deer,themontynews.org,40.4675835,-74.6628114,Montgomery Township,40.4329141,-74.66346399999999,1
https://www.themontynews.org/single-post/2018/04/01/Dont-Feed-the-Deer,themontynews.org,40.4675835,-74.6628114,forsythia,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/04/01/Dont-Feed-the-Deer,themontynews.org,40.4675835,-74.6628114,Sourland,40.4667713,-74.7259943,1
https://www.themontynews.org/single-post/2018/04/01/Dont-Feed-the-Deer,themontynews.org,40.4675835,-74.6628114,New Jersey,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/05/26/19-year-old-Montgomery-Teen-Dead-After-Car-Crash-in-India,themontynews.org,40.4675835,-74.6628114,India,40.0583238,-74.4056612,3
https://www.themontynews.org/single-post/2018/05/26/19-year-old-Montgomery-Teen-Dead-After-Car-Crash-in-India,themontynews.org,40.4675835,-74.6628114,B.E.S.T.,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/05/26/19-year-old-Montgomery-Teen-Dead-After-Car-Crash-in-India,themontynews.org,40.4675835,-74.6628114,Belle Mead,40.4675835,-74.6628114,1
https://www.themontynews.org/single-post/2018/09/10/Be-Not-Who-You-Think-You-Should-Be-But-Who-You-Are,themontynews.org,40.4675835,-74.6628114,Kosovo,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/10/Be-Not-Who-You-Think-You-Should-Be-But-Who-You-Are,themontynews.org,40.4675835,-74.6628114,Iraq,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/10/Be-Not-Who-You-Think-You-Should-Be-But-Who-You-Are,themontynews.org,40.4675835,-74.6628114,Afghanistan,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/10/Be-Not-Who-You-Think-You-Should-Be-But-Who-You-Are,themontynews.org,40.4675835,-74.6628114,Kuwait,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/10/Be-Not-Who-You-Think-You-Should-Be-But-Who-You-Are,themontynews.org,40.4675835,-74.6628114,Bosnia,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/10/Be-Not-Who-You-Think-You-Should-Be-But-Who-You-Are,themontynews.org,40.4675835,-74.6628114,US,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/10/Be-Not-Who-You-Think-You-Should-Be-But-Who-You-Are,themontynews.org,40.4675835,-74.6628114,Germany,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/09/10/Be-Not-Who-You-Think-You-Should-Be-But-Who-You-Are,themontynews.org,40.4675835,-74.6628114,South Korea,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/10/30/fWbtHQqtkh2CdulfpbCGx0OUxB06Akk2gSwk0nUo6o8.eyJpbnN0YW5jZUlkIjoiY2Q5NzRjNGQtZWE0MS00OWQ0LWE1YWYtMjZkNTEwYTQ2YzA5IiwiYXBwRGVmSWQiOiI1NWNkOTAzNi0zNmJiLTQ4MGItOGRkYy1hZmRhM2NiMmViOGQiLCJtZXRhU2l0ZUlkIjoiNWM0MDRmMmUtNDBjMy00ZWQ5LTg3OGQtOTFlOGNiMTdlZDJlIiwic2lnbkRhdGUiOiIyMDE5LTExLTAyVDAwOjU5OjAyLjI3N1oiLCJpcEFuZFBvcnQiOiIyMDcuMjQxLjIzMS4xOTEvMzQ1ODIiLCJkZW1vTW9kZSI6ZmFsc2UsImFpZCI6IjgyNmQ0NmIwLWExMWYtNGMzNi1iYjNiLWJjZWU3YzEzOGE4OCIsImJpVG9rZW4iOiI5MWQ3MDM2My1hYTgyLTA3MGQtMjIyMi1iNzNkZGJiMzgxMjciLCJzaXRlT3duZXJJZCI6IjAwZjBkNjFhLWFkY2UtNGRkZi05YjQ4LWY4MWQ0OTFlNjI0YiJ9,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,Washington,40.7584326,-74.9793378,1
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,Rocky Hill,40.3998283,-74.6343244,1
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,The Republic of Malawi,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,Dallas,40.0583238,-74.4056612,2
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,Texas,40.3606638,-74.3693157,2
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,The Republic of Ghana,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,Charissa,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,Virginia Beach,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/10/02/Pentecost-International-Worship-Center-Invites-Local-Community-Members-to-Church,themontynews.org,40.4675835,-74.6628114,VA,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2019/10/15/fTn9nRkY1GJ8ZJ-vkwmzaHLf5KqaheqZM_MteLQLZd4.eyJpbnN0YW5jZUlkIjoiOGZkOTU0NzAtMWVlZS00NjdkLThjYTMtY2IyMzhiMjBmNDc3IiwiYXBwRGVmSWQiOiIxNTBhZTdlZS1jNzRhLWVlY2QtZDNkNy0yMTEyODk1Yjk4OGEiLCJtZXRhU2l0ZUlkIjoiNWM0MDRmMmUtNDBjMy00ZWQ5LTg3OGQtOTFlOGNiMTdlZDJlIiwic2lnbkRhdGUiOiIyMDE5LTExLTAyVDAyOjQ5OjE4LjI1M1oiLCJpcEFuZFBvcnQiOiIyMDcuMjQxLjIzMS4xOTEvNTM2MDQiLCJkZW1vTW9kZSI6ZmFsc2UsImFpZCI6IjIyYzQ3ZjliLWViMGMtNDkzYS1iZDZlLTM2M2Q3YzUwOWU4MSIsImJpVG9rZW4iOiJkMzk5MWI1ZS01ZTJkLTA4YTQtMGIyZS01YWNiNDAzNzE5NTkiLCJzaXRlT3duZXJJZCI6IjAwZjBkNjFhLWFkY2UtNGRkZi05YjQ4LWY4MWQ0OTFlNjI0YiJ9,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717,1
https://www.themontynews.org/single-post/2018/11/02/Jacqueline-L-EmerickOct-8-1965-%E2%80%94-Oct-26-2018,themontynews.org,40.4675835,-74.6628114,Princeton,40.3572976,-74.6672226,1
https://www.themontynews.org/single-post/2018/11/02/Jacqueline-L-EmerickOct-8-1965-%E2%80%94-Oct-26-2018,themontynews.org,40.4675835,-74.6628114,Boston,40.0583238,-74.4056612,2
https://www.themontynews.org/single-post/2018/11/02/Jacqueline-L-EmerickOct-8-1965-%E2%80%94-Oct-26-2018,themontynews.org,40.4675835,-74.6628114,Sandwich,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/11/02/Jacqueline-L-EmerickOct-8-1965-%E2%80%94-Oct-26-2018,themontynews.org,40.4675835,-74.6628114,MA,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/11/02/Jacqueline-L-EmerickOct-8-1965-%E2%80%94-Oct-26-2018,themontynews.org,40.4675835,-74.6628114,Venice,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/11/02/Jacqueline-L-EmerickOct-8-1965-%E2%80%94-Oct-26-2018,themontynews.org,40.4675835,-74.6628114,Orange,40.7706187,-74.2326478,1
https://www.themontynews.org/single-post/2018/11/02/Jacqueline-L-EmerickOct-8-1965-%E2%80%94-Oct-26-2018,themontynews.org,40.4675835,-74.6628114,Landsdowne,40.0583238,-74.4056612,1
https://www.themontynews.org/single-post/2018/11/02/Jacqueline-L-EmerickOct-8-1965-%E2%80%94-Oct-26-2018,themontynews.org,40.4675835,-74.6628114,PA,40.0583238,-74.4056612,1
