Location,Latitude,Longitude,Count,group_id
DiPiazza,40.0583238,-74.4056612,7,100.0
Iowa,40.0583238,-74.4056612,200,100.0
Corasaniti,40.0583238,-74.4056612,18,100.0
Roeill,40.0583238,-74.4056612,2,100.0
SALT Cap,40.0583238,-74.4056612,1,100.0
Moocher States,40.0583238,-74.4056612,4,100.0
Mass.,40.0583238,-74.4056612,9,100.0
Mauritania,40.0583238,-74.4056612,5,100.0
Unaffiliateds,40.0583238,-74.4056612,4,100.0
Palestine,40.0583238,-74.4056612,4,100.0
Sudan,40.0583238,-74.4056612,7,100.0
Libya,40.0583238,-74.4056612,6,100.0
Nuria,40.0583238,-74.4056612,5,100.0
Santa,40.0583238,-74.4056612,4,100.0
Schepisi,40.0583238,-74.4056612,33,100.0
Ruiz,40.0583238,-74.4056612,16,100.0
Houghtaling,40.0583238,-74.4056612,24,100.0
hooey,40.0583238,-74.4056612,1,100.0
U.S,40.0583238,-74.4056612,7,100.0
the South Carolina,40.0583238,-74.4056612,6,100.0
Munoz,40.0583238,-74.4056612,58,100.0
Algeria,40.0583238,-74.4056612,4,100.0
Stanfield,40.0583238,-74.4056612,1,100.0
Minnesota,40.0583238,-74.4056612,4,100.0
Dye,40.0583238,-74.4056612,13,100.0
France,40.0583238,-74.4056612,4,100.0
Canada,40.0583238,-74.4056612,2,100.0
Australia,40.0583238,-74.4056612,6,100.0
BrindleNew Jersey's,40.0583238,-74.4056612,1,100.0
Ghana,40.0583238,-74.4056612,10,100.0
Whites,40.0583238,-74.4056612,4,100.0
US,40.0583238,-74.4056612,27,100.0
States,40.0583238,-74.4056612,8,100.0
Ballpark,40.0583238,-74.4056612,13,100.0
Rhode Island,40.0583238,-74.4056612,25,100.0
Costello,40.0583238,-74.4056612,1,100.0
Shaftan,40.0583238,-74.4056612,2,100.0
pro-Trump,40.0583238,-74.4056612,2,100.0
Transgender,40.0583238,-74.4056612,2,100.0
Bisexual,40.0583238,-74.4056612,2,100.0
Click,40.0583238,-74.4056612,122,100.0
Boston,40.0583238,-74.4056612,5,100.0
Marin,40.0583238,-74.4056612,3,100.0
Giblin,40.0583238,-74.4056612,5,100.0
Eliana,40.0583238,-74.4056612,18,100.0
Tagged,40.0583238,-74.4056612,2,100.0
Alaska,40.0583238,-74.4056612,4,100.0
Singh,40.0583238,-74.4056612,115,100.0
N.J.,40.0583238,-74.4056612,236,100.0
New Direction,40.0583238,-74.4056612,13,100.0
Marks,40.0583238,-74.4056612,4,100.0
NEW JERSEY,40.0583238,-74.4056612,49,100.0
North Carolina,40.0583238,-74.4056612,27,100.0
DSC,40.0583238,-74.4056612,1,100.0
USA,40.0583238,-74.4056612,1,100.0
Sires,40.0583238,-74.4056612,5,100.0
Boston City Councilman,40.0583238,-74.4056612,2,100.0
Rodriguez,40.0583238,-74.4056612,5,100.0
Russo,40.0583238,-74.4056612,4,100.0
Tonya,40.0583238,-74.4056612,6,100.0
Malinowski,40.0583238,-74.4056612,28,100.0
Us,40.0583238,-74.4056612,45,100.0
Dallas,40.0583238,-74.4056612,2,100.0
@wildstein,40.0583238,-74.4056612,21,100.0
Hollywood,40.0583238,-74.4056612,21,100.0
the German Region,40.0583238,-74.4056612,2,100.0
Needham,40.0583238,-74.4056612,13,100.0
Massachusetts,40.0583238,-74.4056612,54,100.0
n.j,40.0583238,-74.4056612,4,100.0
Germany,40.0583238,-74.4056612,52,100.0
Pennsylvania,40.0583238,-74.4056612,68,100.0
Calif.,40.0583238,-74.4056612,2,100.0
Slupsk,40.0583238,-74.4056612,1,100.0
Thania,40.0583238,-74.4056612,2,100.0
Arizona,40.0583238,-74.4056612,21,100.0
Michigan,40.0583238,-74.4056612,22,100.0
New Jerseyans,40.0583238,-74.4056612,19,100.0
Los Angles,40.0583238,-74.4056612,1,100.0
Saudi Arabia,40.0583238,-74.4056612,4,100.0
Kelemen,40.0583238,-74.4056612,4,100.0
Glackin,40.0583238,-74.4056612,2,100.0
Q3,40.0583238,-74.4056612,2,100.0
Auth,40.0583238,-74.4056612,9,100.0
the Arizona Republic,40.0583238,-74.4056612,8,100.0
Kuwait,40.0583238,-74.4056612,6,100.0
Yaede,40.0583238,-74.4056612,19,100.0
Vietnam,40.0583238,-74.4056612,7,100.0
Mississippi,40.0583238,-74.4056612,7,100.0
DeFusco,40.0583238,-74.4056612,44,100.0
Defusco,40.0583238,-74.4056612,9,100.0
Leonetti,40.0583238,-74.4056612,1,100.0
Los Angeles,40.0583238,-74.4056612,12,100.0
Kovach,40.0583238,-74.4056612,4,100.0
South Carolina,40.0583238,-74.4056612,65,100.0
Booker,40.0583238,-74.4056612,19,100.0
Baghdadi,40.0583238,-74.4056612,2,100.0
Rebecca,40.0583238,-74.4056612,2,100.0
Birkner,40.0583238,-74.4056612,4,100.0
Wallingford,40.0583238,-74.4056612,2,100.0
Connecticut,40.0583238,-74.4056612,4,100.0
Obama,40.0583238,-74.4056612,15,100.0
Ukraine,40.0583238,-74.4056612,21,100.0
Nevada,40.0583238,-74.4056612,26,100.0
North Jersey’s,40.0583238,-74.4056612,3,100.0
Sweeney,40.0583238,-74.4056612,3,100.0
Strada,40.0583238,-74.4056612,20,100.0
Reno,40.0583238,-74.4056612,2,100.0
NJLBC,40.0583238,-74.4056612,2,100.0
Migdalia,40.0583238,-74.4056612,2,100.0
Virginia,40.0583238,-74.4056612,42,100.0
Falotico,40.0583238,-74.4056612,11,100.0
Welle,40.0583238,-74.4056612,3,100.0
L3,40.0583238,-74.4056612,1,100.0
Muñoz,40.0583238,-74.4056612,1,100.0
Guide,40.0583238,-74.4056612,1,100.0
D.C.,40.0583238,-74.4056612,18,100.0
District of Columbia,40.0583238,-74.4056612,1,100.0
New Jersey Statehouse,40.0583238,-74.4056612,3,100.0
New Hampshire,40.0583238,-74.4056612,201,100.0
DonnellyPhil,40.0583238,-74.4056612,1,100.0
us,40.0583238,-74.4056612,4,100.0
IV,40.0583238,-74.4056612,2,100.0
Menendez,40.0583238,-74.4056612,40,100.0
Burlington City,40.071222,-74.86488729999999,6,101.0
Burlington,40.071222,-74.86488729999999,41,101.0
Columbus,40.0727889,-74.7206894,10,102.0
Mansfield,40.0799767,-74.7183641,9,103.0
Lakewood,40.08212899999999,-74.2097014,24,104.0
Jackson,40.0918895,-74.35874729999999,10,105.0
Florence Township Councilman,40.0967369,-74.7863387,2,106.0
Chesterfield,40.1219081,-74.651754,14,107.0
Spring Lake Heights,40.1505348,-74.0447003,2,108.0
Maryland,40.1528907,-74.3776489,11,109.0
I-195,40.1594431,-74.4211689,2,110.0
Belmar,40.1784471,-74.02180369999999,10,111.0
Belmar PD,40.1832034,-74.02492160000001,7,112.0
Georgia,40.1873348,-74.2845906,13,113.0
Bradley Beach,40.2023354,-74.0120814,4,114.0
Mercer County Republicans,40.2040196,-74.69564369999999,2,115.0
Neptune Borough,40.2091219,-74.0386271,12,116.0
Neptune Township,40.2091219,-74.0386271,2,116.0
the Hamilton Township Democratic Committee,40.2115109,-74.6796651,5,117.0
Hamilton Township,40.2115109,-74.6796651,21,117.0
Freeholder,40.2136754,-74.3000878,5,118.0
Freeholder Coursey,40.2136754,-74.3000878,2,118.0
Robbinsville,40.2162036,-74.6195327,2,119.0
Asbury Park,40.2203907,-74.0120817,36,120.0
Trenton City,40.2205824,-74.759717,4,121.0
Trenton,40.2205824,-74.759717,460,121.0
Trenton Homicide Record,40.2205824,-74.759717,1,121.0
Loch Arbour,40.2328904,-74.00097029999999,2,122.0
the Monmouth County,40.2589455,-74.12399599999999,1,123.0
Monmouth,40.2589455,-74.12399599999999,116,123.0
Monmouth Poll,40.2589455,-74.12399599999999,1,123.0
Monmouth County,40.2589455,-74.12399599999999,190,123.0
Ewing Township,40.2599864,-74.79091249999999,6,124.0
Ocean Township,40.2645806,-74.0420699,1,125.0
Ocean,40.2645806,-74.0420699,7,125.0
Kapalko,40.2649255,-74.27731729999999,2,126.0
East Ward,40.2665738,-74.5200553,1,127.0
West Ward,40.2676034,-74.5255813,1,128.0
East Windsor,40.2677539,-74.5402506,2,129.0
Hightstown,40.2695538,-74.5232089,15,130.0
Lawrence Township,40.2778055,-74.7294313,1,131.0
Eatontown,40.2962222,-74.0509725,14,132.0
West Windsor,40.2983262,-74.618634,5,133.0
Lawrenceville,40.3016375,-74.7361013,2,134.0
Mercer County’s,40.3028533,-74.7337069,6,135.0
Mercer County Democratic,40.3028533,-74.7337069,7,135.0
Mercer County,40.3028533,-74.7337069,66,135.0
Mercer,40.3028533,-74.7337069,20,135.0
Oceanport,40.3181663,-74.0151382,10,136.0
Shrewsbury,40.3295547,-74.0615285,1,137.0
the Monmouth County Democratic organization,40.3296322,-74.08150719999999,2,138.0
the Monmouth County Democratic,40.3296322,-74.08150719999999,1,138.0
Monmouth County Democratic,40.3296322,-74.08150719999999,7,138.0
Monmouth County Park System,40.33319590000001,-74.1385731,2,139.0
Monroe Township,40.336419,-74.43304739999999,14,140.0
the Monroe Township (Gloucester) Business Administrator,40.336419,-74.43304739999999,1,140.0
Drumthwacket,40.339282,-74.67465,17,141.0
Hopewell Township,40.343784,-74.8156199,8,142.0
Holmdel,40.3451095,-74.18403219999999,9,143.0
Morven,40.34774,-74.6671748,9,144.0
Jamesburg,40.3526079,-74.4401513,1,145.0
Princeton Borough,40.3572976,-74.6672226,2,146.0
Princeton,40.3572976,-74.6672226,4,146.0
Lambertville,40.36593939999999,-74.94294479999999,50,147.0
Rumson,40.372054,-73.99902689999999,2,148.0
South Brunswick,40.3806901,-74.5316938,2,149.0
Spotswood,40.391774,-74.3984834,2,150.0
Middletown,40.3927801,-74.09981789999999,22,151.0
West Amwell,40.3988892,-74.9074904,12,152.0
Rocky Hill,40.3998283,-74.6343244,3,153.0
Stockton,40.407883,-74.9782238,18,154.0
Atlantic Highlights,40.4078864,-74.034306,1,155.0
Middlesex County’s,40.4111363,-74.35874729999999,2,156.0
The Middlesex County,40.4111363,-74.35874729999999,1,156.0
Middlesex County,40.4111363,-74.35874729999999,54,156.0
Greater Middlesex County,40.4111363,-74.35874729999999,2,156.0
Middlsex County’s,40.4111363,-74.35874729999999,1,156.0
Aberdeen,40.4170948,-74.2221155,2,157.0
Delaware,40.4307258,-74.9442585,16,158.0
Delaware Township,40.4307258,-74.9442585,6,158.0
East Brunswick,40.4316955,-74.4049778,20,159.0
Montgomery,40.4329141,-74.66346399999999,6,160.0
Montgomery County,40.4329141,-74.66346399999999,2,160.0
Keyport,40.4331631,-74.1995883,9,161.0
NJ-6,40.4380816,-73.98300290000002,1,162.0
Keansburg,40.4417743,-74.1298643,6,163.0
Union Beach,40.4464962,-74.17819879999999,18,164.0
North Brunswick Township Committeewoman,40.4525163,-74.4766712,2,165.0
North Brunswick,40.4525163,-74.4766712,13,165.0
Sayreville,40.45940210000001,-74.360846,49,166.0
Kingswood,40.4698261,-75.0190585,2,167.0
Kingwood,40.4698261,-75.0190585,2,167.0
South Ward,40.4774202,-74.4450139,2,168.0
South Amboy,40.4778838,-74.290702,4,169.0
North Ward,40.4793156,-74.4482041,8,170.0
New Brunswick,40.4862157,-74.4518188,22,171.0
Franklin Township,40.4933734,-74.5228916,2,172.0
New Brunswick Democratic,40.4980918,-74.450124,3,173.0
Raritan Township,40.50419309999999,-74.89486889999999,4,174.0
Perth Amboy,40.5067723,-74.2654234,20,175.0
Perth Amboy - New Jersey Globe,40.5067723,-74.2654234,3,175.0
Hillsborough,40.5081222,-74.6374329,6,176.0
Hunterdon County Freeholder,40.5106554,-74.85933899999999,3,177.0
Flemington,40.5123258,-74.85933179999999,9,178.0
Edison,40.5187154,-74.4120953,38,179.0
Menlo Park,40.5187154,-74.4120953,2,179.0
Somerset County’s,40.5292099,-74.64004320000001,13,180.0
Somerset,40.5292099,-74.64004320000001,53,180.0
Parenti Somerset,40.5292099,-74.64004320000001,1,180.0
the Somerset County PBA,40.5292099,-74.64004320000001,2,180.0
the Somerset County Democratic Chair,40.5292099,-74.64004320000001,2,180.0
Somerset County,40.5292099,-74.64004320000001,202,180.0
the Somerset County,40.5292099,-74.64004320000001,11,180.0
Central Jersey,40.5409461,-74.30875499999999,13,181.0
Central New Jersey,40.5409461,-74.30875499999999,4,181.0
Metuchen,40.5431598,-74.3632049,6,182.0
South Boundbrook By Nikita Biryukov,40.5534364,-74.531544,1,183.0
South Boundbrook,40.5534364,-74.531544,16,183.0
Piscataway,40.554887,-74.4642861,80,184.0
Woodbridge,40.5575986,-74.2846022,26,185.0
Woodbridge Township,40.5575986,-74.2846022,2,185.0
Hunterdon County Democratic,40.56695149999999,-74.92087719999999,6,186.0
Essex Hunterdon,40.56695149999999,-74.92087719999999,2,186.0
Hunterdon County,40.56695149999999,-74.92087719999999,152,186.0
Hunterdon County’s,40.56695149999999,-74.92087719999999,4,186.0
Hunterdon,40.56695149999999,-74.92087719999999,90,186.0
Bound Brook,40.56843629999999,-74.53848889999999,6,187.0
Remington,40.5687141,-74.73766189999999,1,188.0
Raritan,40.5695474,-74.6329363,6,189.0
Middlesex Borough,40.572603,-74.4926541,7,190.0
Middlesex,40.572603,-74.4926541,35,190.0
Iselin,40.5753817,-74.3223703,2,191.0
South Plainfield,40.5792701,-74.4115401,3,192.0
Dunellen,40.5892696,-74.4718201,1,193.0
Bridgewater,40.5939636,-74.6049061,6,194.0
AAPI,40.5975098,-74.3590353,1,195.0
Green Brook,40.6049167,-74.4851659,1,196.0
Rahway,40.60815909999999,-74.2776468,24,197.0
Linden,40.6220478,-74.24459019999999,87,198.0
the City of Linden,40.6220478,-74.24459019999999,2,198.0
The City of Linden,40.6220478,-74.24459019999999,7,198.0
"Linden, Union",40.6220478,-74.24459019999999,12,198.0
Clark,40.6278031,-74.3127631,33,199.0
Plainfield,40.6337136,-74.4073736,68,200.0
Warren,40.6341746,-74.505529,172,201.0
Warren Township,40.6341746,-74.505529,2,201.0
Watchung,40.63788,-74.4509863,33,202.0
Scotch,40.6400404,-74.369018,1,203.0
Scotch Plains,40.6400404,-74.369018,4,203.0
Fanwood,40.6409358,-74.383484,24,204.0
Lebanon,40.6417683,-74.83599869999999,2,205.0
Novak,40.645444,-74.816873,37,206.0
Roselle,40.6527292,-74.2592769,39,207.0
Cranford,40.6573662,-74.3049856,99,208.0
Cranford Union,40.6573662,-74.3049856,2,208.0
Westfield,40.6589912,-74.3473717,20,209.0
Union County N,40.6595001,-74.2883536,2,210.0
Union County’s,40.6595001,-74.2883536,19,210.0
Union County,40.6595001,-74.2883536,168,210.0
the Union County,40.6595001,-74.2883536,2,210.0
Elizabeth,40.6639916,-74.2107006,4,211.0
Alpha,40.6643908,-75.15483619999999,1,212.0
Latino,40.6648184,-74.2132981,3,213.0
Latina,40.6648184,-74.2132981,3,213.0
Bayonne,40.6687141,-74.1143091,2,214.0
Bedminster,40.669264,-74.68039999999999,7,215.0
Stirling,40.6713311,-74.49453849999999,2,216.0
Pohatcong,40.6759975,-75.15938790000001,11,217.0
Kenilworth,40.6764911,-74.2907032,27,218.0
Kenilworth Provisionals,40.6764911,-74.2907032,1,218.0
Kenilworth - New Jersey Globe,40.6764911,-74.2907032,1,218.0
Kenilworth Click,40.6764911,-74.2907032,1,218.0
7th District,40.6798774,-74.8741045,5,219.0
NJ-7,40.6798774,-74.8741045,37,219.0
NJ 7th District,40.6798774,-74.8741045,1,219.0
Berkeley Heights,40.6808726,-74.4310524,6,220.0
Long Hill,40.68288920000001,-74.49359129999999,2,221.0
DiMaio,40.684165,-74.4403018,8,222.0
Weequahic Park,40.6929992,-74.2048413,3,223.0
Phillipsburg,40.69370989999999,-75.1901761,59,224.0
Hillside,40.6955044,-74.2287333,4,225.0
Union,40.6975898,-74.26316349999999,40,226.0
Union Township Democratic,40.6975898,-74.26316349999999,4,226.0
Union Township,40.6975898,-74.26316349999999,24,226.0
New Providence,40.6984348,-74.4015405,21,227.0
Springfield,40.7016937,-74.3222146,17,228.0
Jersey City NAACP,40.7052347,-74.0859293,7,229.0
Jersey City BOE,40.70958,-74.084549,9,230.0
Lopatcong,40.7127921,-75.16037519999999,4,231.0
Jersey City’s,40.7177545,-74.0431435,10,232.0
‘Jersey,40.7177545,-74.0431435,2,232.0
Jersey City Airbnb,40.7177545,-74.0431435,26,232.0
Potential Jersey City,40.7177545,-74.0431435,3,232.0
Reply Jersey,40.7177545,-74.0431435,2,232.0
Jersey City,40.7177545,-74.0431435,332,232.0
Our Jersey,40.7177545,-74.0431435,2,232.0
Jersey,40.7177545,-74.0431435,40,232.0
The Jersey City,40.7177545,-74.0431435,3,232.0
Save Jersey,40.7177545,-74.0431435,8,232.0
Jersey City Ward,40.7177545,-74.0431435,2,232.0
JErsey,40.7177545,-74.0431435,1,232.0
City,40.7177545,-74.0431435,2,232.0
D-Jersey City,40.7177545,-74.0431435,3,232.0
the Jersey,40.7177545,-74.0431435,1,232.0
Jersey City State,40.7177545,-74.0431435,1,232.0
ARTICLES Jersey City,40.7177545,-74.0431435,2,232.0
Jersey City Prep,40.7177545,-74.0431435,2,232.0
“Jersey City 2021,40.7177545,-74.0431435,1,232.0
AFSCME,40.7181479,-74.063993,2,233.0
Hong Kong,40.7186864,-74.184202,13,234.0
Bernardsville,40.7187119,-74.569324,2,235.0
Downtown Jersey City,40.7190163,-74.04136559999999,2,236.0
Irvington,40.7263249,-74.22864349999999,79,237.0
Chatham Township,40.7265893,-74.4172591,16,238.0
Hamilton Park,40.7277047,-74.04690339999999,1,239.0
Wyoming,40.7292679,-74.2912592,1,240.0
Maplewood,40.7299793,-74.271992,3,241.0
Zwigard,40.7312956,-74.2707509,14,242.0
New Jersey SEIU,40.7313629,-74.1681565,8,243.0
Appellate,40.7316197,-74.0574903,4,244.0
Choose New Jersey,40.7345219,-74.1656648,3,245.0
Newark,40.735657,-74.1723667,307,246.0
Newark City,40.735657,-74.1723667,4,246.0
the City of Newark,40.735657,-74.1723667,6,246.0
Essex County Surrogate,40.7375391,-74.1801894,1,247.0
Essex County Freeholders,40.7381092,-74.1809127,6,248.0
harden,40.7397683,-74.511172,1,249.0
Harding,40.7397683,-74.511172,1,249.0
Vailsburg,40.740379,-74.218811,2,250.0
Chatham,40.740934,-74.3837624,11,251.0
Hoboken,40.7439905,-74.0323626,71,252.0
Hudson County Democratic Chair,40.7453199,-74.05351259999999,1,253.0
Hudson County’s,40.7453199,-74.05351259999999,4,253.0
Hudson County Young,40.7453199,-74.05351259999999,3,253.0
Hudson County Sheriff,40.7453199,-74.05351259999999,1,253.0
Hudson County,40.7453199,-74.05351259999999,159,253.0
Hudson County Freeholder Neil Carroll,40.7453199,-74.05351259999999,1,253.0
Hudson,40.7453199,-74.05351259999999,8,253.0
Hudson County Freeholder Joel Torres,40.7453199,-74.05351259999999,1,253.0
Hudson county,40.7453199,-74.05351259999999,2,253.0
Hudson County Freeholder,40.7453199,-74.05351259999999,2,253.0
Hudson County View,40.7453199,-74.05351259999999,14,253.0
Hudson county’s,40.7453199,-74.05351259999999,1,253.0
Hudson County District,40.7453199,-74.05351259999999,3,253.0
Harrison,40.7464901,-74.1562551,2,254.0
South Orange,40.7489277,-74.2609903,1,255.0
East Newark,40.7497019,-74.16363129999999,10,256.0
Washington,40.7584326,-74.9793378,218,257.0
Madison,40.7598227,-74.417097,3,258.0
new county,40.7644532,-74.0744575,9,259.0
Chester Township,40.7652883,-74.69858909999999,17,260.0
Kearny,40.7684342,-74.1454214,1,261.0
Montana,40.7692146,-75.0656288,5,262.0
Orange,40.7706187,-74.2326478,28,263.0
Orange Township,40.7706187,-74.2326478,2,263.0
Mendham Borough,40.7759334,-74.6007142,2,264.0
Arlington,40.7774222,-74.13801099999999,4,265.0
Union City’s,40.7795455,-74.02375119999999,2,266.0
Union City,40.7795455,-74.02375119999999,22,266.0
the Essex County Democratic Committee,40.7800394,-74.2385741,6,267.0
Durham,40.7848232,-74.032918,1,268.0
Livingston,40.7862871,-74.3300842,23,269.0
Mendham,40.7870633,-74.57656860000002,5,270.0
Mendham Township,40.7870633,-74.57656860000002,25,270.0
Florham Park,40.787878,-74.3882072,1,271.0
West New York,40.7878788,-74.0143064,26,272.0
North Arlington,40.788434,-74.1331988,14,273.0
Secaucus,40.7895453,-74.05652979999999,4,274.0
Vainieri,40.791592,-74.0224355,1,275.0
Morris,40.7933833,-74.505312,24,276.0
Morris Township March,40.7933833,-74.505312,1,276.0
Morris New Jersey,40.7933833,-74.505312,1,276.0
Morris Township,40.7933833,-74.505312,24,276.0
Belleville,40.7936744,-74.15004689999999,12,277.0
Essex County Freeholder” G. Rochon Loll,40.7947466,-74.2648829,1,278.0
Essex County Freeholder,40.7947466,-74.2648829,19,278.0
Essex,40.7947466,-74.2648829,28,278.0
Essex County’s,40.7947466,-74.2648829,12,278.0
Essex County Legends Way,40.7947466,-74.2648829,7,278.0
Essex County,40.7947466,-74.2648829,220,278.0
the Essex County,40.7947466,-74.2648829,1,278.0
Essex County Freeholder - New Jersey Globe,40.7947466,-74.2648829,1,278.0
the Essex County Young,40.7947466,-74.2648829,1,278.0
Essex Huge,40.7947466,-74.2648829,1,278.0
Essex county,40.7947466,-74.2648829,3,278.0
Essex County Superintendent,40.7947466,-74.2648829,1,278.0
48%-21%,40.7957671,-74.1414651,6,279.0
Morristown,40.79676670000001,-74.4815438,63,280.0
Morris County Surrogate,40.797157,-74.483974,10,281.0
West Orange,40.7985699,-74.23908279999999,8,282.0
New Jersey Transit,40.8041725,-74.4781504,12,283.0
Bloomfield,40.8067546,-74.1854209,13,284.0
Bloomberg,40.8067546,-74.1854209,10,284.0
Fairview,40.8126006,-73.999028,2,285.0
Brookefield,40.81731389999999,-75.05977279999999,2,286.0
Maraziti,40.8180177,-74.4456931,23,287.0
East Hanover,40.8200623,-74.3647247,13,288.0
the Township of East Hanover,40.8200623,-74.3647247,1,288.0
Roseland,40.8206555,-74.2937594,53,289.0
Cliffside Park,40.8214894,-73.9876388,9,290.0
Nutley,40.8223168,-74.15987249999999,12,291.0
Hanover,40.8257746,-74.41738769999999,3,292.0
Hanover Township,40.8257746,-74.41738769999999,2,292.0
Montclair,40.8259007,-74.2090053,4,293.0
Rutherford,40.826489,-74.10680909999999,7,294.0
Verona,40.82980060000001,-74.24016089999999,9,295.0
Morris County Republican Chair,40.8336038,-74.54632819999999,1,296.0
Morris County,40.8336038,-74.54632819999999,342,296.0
Morris County Democratic,40.8336038,-74.54632819999999,7,296.0
Morris County-,40.8336038,-74.54632819999999,2,296.0
Derek ArmsteadMorris County,40.8336038,-74.54632819999999,1,296.0
Morris County Freeholders,40.8336038,-74.54632819999999,3,296.0
East Rutherford,40.833989,-74.0970865,3,297.0
West Caldwell,40.8409329,-74.3018154,4,298.0
Palisades Park,40.8481556,-73.99763899999999,2,299.0
Fort Lee,40.8509333,-73.9701381,40,300.0
Cedar Grove,40.8517876,-74.2290319,10,301.0
P.C.,40.8524548,-73.9943284,5,302.0
Hackettstown,40.8539879,-74.8290555,1,303.0
Passaic City,40.8567662,-74.1284764,2,304.0
Passaic City Councilman,40.8567662,-74.1284764,2,304.0
Hasbrouck Heights,40.85815530000001,-74.0806971,4,305.0
Leonia,40.8614887,-73.9881942,2,306.0
North Caldwell,40.8648215,-74.2582027,2,307.0
Parsippany,40.8652865,-74.41738769999999,29,308.0
Vienna,40.8689061,-74.8892158,3,309.0
Bogota,40.8762106,-74.0298621,45,310.0
NJ-9,40.8770495,-74.1474846,10,311.0
Mine Hill,40.8778768,-74.5937701,7,312.0
Selvaggi,40.8800986,-74.0536036,2,313.0
Dover,40.883988,-74.5621025,266,314.0
Warren County,40.8841854,-74.92087719999999,215,315.0
Englewood Cliffs,40.88537729999999,-73.9523597,9,316.0
Hackensack,40.8859325,-74.0434736,2,317.0
Woodland Park,40.8898212,-74.19486739999999,16,318.0
Woodland Park - New Jersey Globe,40.8898212,-74.19486739999999,2,318.0
Woodland Park Woodland Park,40.8898212,-74.19486739999999,2,318.0
Woodland Park Follow,40.8898212,-74.19486739999999,1,318.0
Bucco,40.8909337,-74.4744548,10,319.0
Denville,40.8923212,-74.47737750000002,43,320.0
Englewood,40.8928771,-73.9726381,5,321.0
Memoriam Englewood,40.8928771,-73.9726381,1,321.0
Teaneck,40.8932469,-74.0116536,26,322.0
‘County,40.8948212,-74.4329314,1,323.0
County,40.8948212,-74.4329314,21,323.0
the County,40.8948212,-74.4329314,12,323.0
GiblinDSCHCDCHudson County,40.8948212,-74.4329314,1,323.0
county county,40.8948212,-74.4329314,3,323.0
May County,40.8948212,-74.4329314,23,323.0
Mountain Lakes,40.8948212,-74.4329314,3,323.0
am County,40.8948212,-74.4329314,4,323.0
settle county,40.8948212,-74.4329314,1,323.0
Local County,40.8948212,-74.4329314,1,323.0
Borough,40.8948212,-74.4329314,2,323.0
NJ United,40.89482960000001,-74.2295762,6,324.0
Rockaway Borough,40.8958681,-74.514102,1,325.0
Netcong,40.8989877,-74.7065516,7,326.0
the Passaic County Democratic organization,40.9022025,-74.1997226,5,327.0
Elmwood Park,40.9039878,-74.118476,7,328.0
Boonton 21st,40.904019,-74.4087405,1,329.0
Boonton,40.904019,-74.4087405,22,329.0
Totowa,40.9050988,-74.20986789999999,2,330.0
Rochelle Park,40.9073328,-74.07512729999999,2,331.0
Passaic County Surrogate,40.9134146,-74.1711194,8,332.0
Montville,40.9148209,-74.383763,1,333.0
Paterson,40.9167654,-74.17181099999999,47,334.0
Paterson City,40.9167654,-74.17181099999999,27,334.0
the City of Paterson,40.9167654,-74.17181099999999,2,334.0
Paterson City Councilwoman,40.9167654,-74.17181099999999,4,334.0
Hinchcliffe Stadium,40.9185243,-74.1822533,27,335.0
Allamuchy,40.921432,-74.810242,2,336.0
Amatorio,40.9245585,-73.9971896,1,337.0
Wayne,40.92537249999999,-74.2765441,2,338.0
Tenafly,40.9253766,-73.9629154,2,339.0
Colombia,40.9256446,-75.0931123,4,340.0
Mount Arlington,40.92593189999999,-74.6348828,6,341.0
Bergen Tedesco,40.9262762,-74.07701,1,342.0
Bergen,40.9262762,-74.07701,4,342.0
Bergen Record,40.9262762,-74.07701,19,342.0
The Bergen County Superintendent,40.9262762,-74.07701,7,342.0
Bergen Democratic,40.9262762,-74.07701,2,342.0
Bergen County,40.9262762,-74.07701,405,342.0
Bergen County League of Women Voters,40.9262762,-74.07701,1,342.0
Bergen County’s,40.9262762,-74.07701,4,342.0
Bergen County Building,40.9262762,-74.07701,2,342.0
Bergen County Administrator,40.9262762,-74.07701,4,342.0
Shortway,40.927261,-74.0668441,2,343.0
Bergenfield,40.9275987,-73.9973608,61,344.0
Rockaway Township,40.9300943,-74.4872422,3,345.0
New Milford,40.9350986,-74.0190281,2,346.0
Haledon,40.935654,-74.186256,10,347.0
Prospect Park,40.9370428,-74.1743111,2,348.0
Dumont,40.9406541,-73.9968051,10,349.0
Paramus,40.9445428,-74.0754189,12,350.0
Hawthorne,40.9492649,-74.1537549,3,351.0
Knowlton,40.94958279999999,-75.0654258,7,352.0
North Haledon,40.9550981,-74.1859781,3,353.0
Demarest,40.9573205,-73.9634708,10,354.0
Howarth,40.9609315,-73.9901383,4,355.0
Haworth,40.9609315,-73.9901383,5,355.0
Howarth ICE,40.9609315,-73.9901383,3,355.0
Glen Rock,40.9628758,-74.1329207,21,356.0
Blairstown,40.9831018,-74.9589405,2,357.0
Harrington Park,40.9837089,-73.9798601,2,358.0
Midland Park,40.98926429999999,-74.1406988,1,359.0
Barbarula,40.9911696,-74.3410191,2,360.0
North Warren,40.992298,-74.9910112,2,361.0
Hillsdale,41.0025975,-74.0404175,2,362.0
Jefferson,41.0029893,-74.5580454,2,363.0
Waldwick,41.0106528,-74.1179203,6,364.0
Oakland,41.0131529,-74.26431430000001,9,365.0
Sparta,41.0360345,-74.63672559999999,6,366.0
"Neptune, Fredon",41.0392638,-74.8087781,2,367.0
