Filename,RowCount
314_www.themontynews.org_.csv,9186
305_www.rcan.org_the-catholic-advocate.csv,91
180_www.tygodnikplus.com.csv,21
236_medium.com_the-williamstown-sun.csv,675
274_wsus1023.iheart.com_.csv,1535
170_www.theridernews.com.csv,2411
40_radio.rutgers.edu_.csv,554
78_www.brazilianpress.com.csv,11
312_www.theepochtimes.com_.csv,7740
204_943thepoint.com_.csv,9390
51_thenjsentinel.com_.csv,1924
239_nepszava.us.csv,18
135_www.philadelphiaweekly.com_.csv,831
155_www.spartaindependent.com_.csv,942
232_literock969.com_.csv,7471
328_www.wvlt.com_.csv,11707
251_princetoninfo.com_.csv,2209
230_impactolatin.com_.csv,21
259_thehunterdoncountynews.com_.csv,1375
248_philadelphia.cbslocal.com_.csv,5270
47_thecoaster.net_wordpress_.csv,569
300_www.pennjerseyradio.org_.csv,3
52_thepakistaninewspaper.com_.csv,40
291_www.irishecho.com.csv,1534
304_www.princetontv.org_Home.html.csv,2
310_www.telemundo62.com_.csv,10
103_www.italiantribune.com_.csv,1500
168_www.thepauwwow.org_.csv,871
76_www.banglapatrikausa.com_.csv,8
62_wjlp3.com_.csv,63
97_www.hammontongazette.com_.csv,15
241_newjerseyglobe.com_.csv,3483
113_www.lusoamericano.com.csv,39
122_www.new-new.com_about.asp.csv,5
50_thelinknews.net.csv,2823
74_www.anointedonline.net_.csv,224
255_southjerseyobserver.com_.csv,783
162_www.thecore.fm_public_index.php.csv,24
272_wpst.com_.csv,6482
299_www.ntd.tv.csv,1774
294_www.mattersmagazine.com_stories.csv,401
151_www.scoopusanewspaper.com_.csv,7
296_www.nbcphiladelphia.com_.csv,6693
156_www.starandwave.com.csv,8
284_www.ebcmusic.com_.csv,253
101_www.icnradio.com_.csv,2
55_thestute.com_.csv,56
57_torchbcc.com_.csv,3
88_www.dirt-mag.com_.csv,1510
322_www.wliw.org_.csv,1707
15_glenrocknews.today_.csv,1604
91_www.epgn.com_.csv,1798
327_www.wsj.com_.csv,9526
188_www.westmilfordmessenger.com_.csv,967
313_www.thehammontonnews.com_.csv,1540
81_www.burlingtoncountytimes.com_.csv,4
21_hometownetv.org_.csv,69
173_www.townshipjournal.com_.csv,950
252_savejersey.com_.csv,3292
311_www.thedrewacorn.com_.csv,20247
271_wpgtalkradio.com_.csv,8229
286_www.goleader.com_.csv,242
161_www.thebrasilians.com.csv,1977
159_www.tcnjsignal.net.csv,3510
107_www.koreadailyus.com_.csv,912
120_www.my9nj.com.csv,529
201_24horasnewspaper.com_.csv,10
282_www.courierpostonline.com_.csv,8108
301_www.phillyvoice.com_.csv,3188
205_abc7ny.com_new-jersey_.csv,39746
54_theshore1063.com_.csv,256
198_www.xpn.org_.csv,47
258_statebroadcastnews.com_category_garden_.csv,99
59_wbjb.org_home.php_.csv,1183
214_brigantinenow.com_.csv,1427
8_arabvoice.com_.csv,4
242_newstalk990.com_.csv,634
275_wurdradio.com_.csv,1000
145_www.rahwayrising.com_.csv,15776
235_medium.com_the-mantua-sun.csv,592
1_987thecoast.com_.csv,2176
73_www.americaoggi.info.csv,3
279_www.camdencc.edu_student_life_campus-press_.csv,29
67_www.1077thebronc.com_.csv,1159
177_www.tvasiausa.com.csv,36
290_www.irishcentral.com_.csv,3233
264_thepositivecommunity.com_.csv,1760
207_am970theanswer.com_.csv,1476
303_www.posteaglenewspaper.com_.csv,2489
