news_url,outlet,outlet_latitude,outlet_longitude,gpe,gpe_latitude,gpe_longitude
https://www.themontynews.org/single-post/2019/10/08/Ee4QD_90JDP4Zb9ajPe82JKYlU-ZQ_FDe_STnF1cyzw.eyJpbnN0YW5jZUlkIjoiYTcwZDhiZTMtYTU5NC00YjY1LWFiMGUtZWYyOThiYzBmM2ZkIiwiYXBwRGVmSWQiOiIxNGI4OTY4OC05YjI1LTUyMTQtZDFjYi1hM2ZiOTY4MzYxOGIiLCJtZXRhU2l0ZUlkIjoiNWM0MDRmMmUtNDBjMy00ZWQ5LTg3OGQtOTFlOGNiMTdlZDJlIiwic2lnbkRhdGUiOiIyMDE5LTEwLTA4VDE5OjMxOjI3LjgwN1oiLCJ1aWQiOm51bGwsImlwQW5kUG9ydCI6IjIwNy4yNDEuMjMzLjIxMS8zODA5MCIsInZlbmRvclByb2R1Y3RJZCI6bnVsbCwiZGVtb01vZGUiOmZhbHNlLCJhaWQiOiIxNDM3MzI0Yi04MmNjLTQ4MTItODQ1ZC04YjgwZjBjOTVjNDEiLCJiaVRva2VuIjoiZmI0ZGM0Y2QtZTU1Ny0wNWJjLTJjODMtN2VjMTQwZDcxZWQzIiwic2l0ZU93bmVySWQiOiIwMGYwZDYxYS1hZGNlLTRkZGYtOWI0OC1mODFkNDkxZTYyNGIifQ,themontynews.org,40.4675835,-74.6628114,Montgomery,40.4329141,-74.66346399999999
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Blawenburg,40.4076607,-74.7022475
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Griggstown,40.4378831,-74.6132128
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Montgomery,40.4329141,-74.66346399999999
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Montgomery Grove,40.4329141,-74.66346399999999
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Belle Mead,40.4675835,-74.6628114
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Donovan,40.0583238,-74.4056612
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Bradley Beach,40.2023354,-74.0120814
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Princeton,40.3572976,-74.6672226
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Raritan,40.5695474,-74.6329363
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Line,40.0583238,-74.4056612
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Belle,40.4675835,-74.6628114
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Bananas,40.8114968,-74.1040834
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,New Jersey,40.0583238,-74.4056612
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Belmar,40.1784471,-74.02180369999999
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Puerto Rico,40.0583238,-74.4056612
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,granola,40.0583238,-74.4056612
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,McGuire,40.0351776,-74.5844061
https://www.themontynews.org/single-post/2019/06/29/What-Exactly-Is-A%C3%A7a%C3%AC-Anyway,themontynews.org,40.4675835,-74.6628114,Trenton,40.2205824,-74.759717
